axis,value,seed,method,timesteps,noise_scale,observation_noise,edge_prob,edge_auc,pair_auc,precision_at_k,shd,lag_accuracy,true_edges,edge_density
timesteps,300,17,STCG-v1,300,0.1,0.0,0.18,0.658307210031348,0.6921875,0.43103448275862066,66.0,0.55,58.0,0.34523809523809523
timesteps,300,18,VAR-Lasso,300,0.1,0.0,0.18,0.7079272254710851,0.7529239766081871,0.5370370370370371,50.0,0.6578947368421053,54.0,0.32142857142857145
timesteps,300,18,DynVAR-Lasso,300,0.1,0.0,0.18,0.7293697205977908,0.7280701754385965,0.5740740740740741,46.0,0.6578947368421053,54.0,0.32142857142857145
timesteps,300,18,STCG-v1,300,0.1,0.0,0.18,0.74545159194282,0.7923976608187134,0.5555555555555556,48.0,0.6842105263157895,54.0,0.32142857142857145
timesteps,300,19,VAR-Lasso,300,0.1,0.0,0.18,0.6579427875836884,0.6195121951219512,0.5,62.0,0.6829268292682927,62.0,0.36904761904761907
timesteps,300,19,DynVAR-Lasso,300,0.1,0.0,0.18,0.6692026780279976,0.591869918699187,0.532258064516129,58.0,0.7073170731707317,62.0,0.36904761904761907
timesteps,300,19,STCG-v1,300,0.1,0.0,0.18,0.6806147291539866,0.5804878048780487,0.5483870967741935,56.0,0.7317073170731707,62.0,0.36904761904761907
timesteps,600,0,VAR-Lasso,600,0.1,0.0,0.18,0.7581889898816669,0.7486111111111111,0.5918367346938775,40.0,0.7777777777777778,49.0,0.2916666666666667
timesteps,600,0,DynVAR-Lasso,600,0.1,0.0,0.18,0.811867604184531,0.75,0.6530612244897959,34.0,0.8055555555555556,49.0,0.2916666666666667
timesteps,600,0,STCG-v1,600,0.1,0.0,0.18,0.7695078031212484,0.6888888888888889,0.5306122448979592,46.0,0.7777777777777778,49.0,0.2916666666666667
timesteps,600,1,VAR-Lasso,600,0.1,0.0,0.18,0.6957439896036387,0.8048780487804879,0.5555555555555556,48.0,0.7317073170731707,54.0,0.32142857142857145
timesteps,600,1,DynVAR-Lasso,600,0.1,0.0,0.18,0.7551981806367771,0.8943089430894309,0.6111111111111112,42.0,0.7560975609756098,54.0,0.32142857142857145
timesteps,600,1,STCG-v1,600,0.1,0.0,0.18,0.7564977257959714,0.8747967479674796,0.6111111111111112,42.0,0.6585365853658537,54.0,0.32142857142857145
timesteps,600,2,VAR-Lasso,600,0.1,0.0,0.18,0.7522380636604774,0.784375,0.5576923076923077,46.0,0.7,52.0,0.30952380952380953
timesteps,600,2,DynVAR-Lasso,600,0.1,0.0,0.18,0.8194628647214854,0.7640625,0.5961538461538461,42.0,0.75,52.0,0.30952380952380953
timesteps,600,2,STCG-v1,600,0.1,0.0,0.18,0.8322281167108754,0.809375,0.6346153846153846,38.0,0.8,52.0,0.30952380952380953
timesteps,600,3,VAR-Lasso,600,0.1,0.0,0.18,0.5985904703539145,0.7840136054421769,0.47540983606557374,64.0,0.5,61.0,0.3630952380952381
timesteps,600,3,DynVAR-Lasso,600,0.1,0.0,0.18,0.7029263061130688,0.8163265306122449,0.5409836065573771,56.0,0.6666666666666666,61.0,0.3630952380952381
timesteps,600,3,STCG-v1,600,0.1,0.0,0.18,0.6915887850467289,0.8095238095238095,0.5081967213114754,60.0,0.6666666666666666,61.0,0.3630952380952381
timesteps,600,4,VAR-Lasso,600,0.1,0.0,0.18,0.7279967819790829,0.6292682926829268,0.6,44.0,0.7560975609756098,55.0,0.3273809523809524
timesteps,600,4,DynVAR-Lasso,600,0.1,0.0,0.18,0.7145615446500402,0.7284552845528456,0.6,44.0,0.8048780487804879,55.0,0.3273809523809524
timesteps,600,4,STCG-v1,600,0.1,0.0,0.18,0.7105390185036202,0.6764227642276422,0.5454545454545454,50.0,0.7560975609756098,55.0,0.3273809523809524
timesteps,600,5,VAR-Lasso,600,0.1,0.0,0.18,0.7515996718621821,0.8494152046783626,0.5849056603773585,44.0,0.8157894736842105,53.0,0.31547619047619047
timesteps,600,5,DynVAR-Lasso,600,0.1,0.0,0.18,0.7794913863822805,0.8435672514619883,0.5660377358490566,46.0,0.8421052631578947,53.0,0.31547619047619047
timesteps,600,5,STCG-v1,600,0.1,0.0,0.18,0.7794913863822805,0.8640350877192983,0.6226415094339622,40.0,0.7894736842105263,53.0,0.31547619047619047
timesteps,600,6,VAR-Lasso,600,0.1,0.0,0.18,0.724607982893799,0.6574440052700923,0.5217391304347826,44.0,0.6363636363636364,46.0,0.27380952380952384
